Tiempo,Dilatacion,Temperatura,Densidad
125,135,163,191
67,110,11,37
123,179,143,180
196,168,182,44
166,96,41,63
11,179,131,33
93,108,113,184
114,94,180,68
26,58,85,151
7,33,25,15
156,199,115,150
172,148,143,99
185,191,159,52
168,18,130,180
189,48,20,77
165,8,186,140
123,173,139,61
120,7,176,134
47,23,99,72
109,38,116,194
53,17,197,175
106,70,45,87
5,29,155,198
126,35,166,181
171,90,160,36
198,16,29,64
60,148,95,115
121,39,127,112
165,191,5,4
125,91,79,191
192,111,39,56
134,118,121,157
87,162,6,31
77,18,27,110
33,183,135,140
189,120,141,43
165,43,20,41
149,119,152,21
73,36,40,82
113,119,147,43
12,3,53,28
71,153,6,64
0,38,149,9
10,59,29,102
17,154,136,5
111,44,174,103
36,190,49,176
17,170,2,9
166,94,124,74
176,1,15,80
46,13,43,50
158,61,76,122
13,173,50,97
112,30,148,93
5,51,91,146
125,121,84,69
44,166,13,1
89,57,147,150
35,119,24,137
67,31,80,181
157,140,105,150
47,107,128,29
173,199,126,95
9,15,197,195
20,90,44,71
22,6,162,123
121,10,46,21
19,91,180,53
173,71,122,176
65,55,168,30
115,158,180,82
114,157,190,167
196,119,44,78
68,20,105,88
182,126,154,147
2,9,91,78
177,33,131,36
169,33,139,50
177,157,186,39
85,125,193,124
162,96,2,84
19,24,50,122
27,36,188,94
55,67,189,165
47,37,180,39
75,177,184,151
24,192,99,50
82,151,171,181
199,173,113,137
79,75,65,161
86,111,137,31
183,18,186,109
50,157,88,82
154,108,138,60
70,140,181,51
143,51,166,105
105,99,107,190
110,120,129,103
113,162,62,109
7,142,119,10
67,159,197,80
175,37,90,77
137,143,77,147
123,89,56,72
16,107,48,36
145,76,81,64
39,77,61,32
194,69,97,71
116,58,68,125
30,59,67,3
184,191,122,7
107,45,65,30
191,29,47,101
33,61,63,125
115,70,64,90
38,146,112,46
128,24,111,35
121,115,189,19
33,114,135,176
156,42,29,131
5,150,94,170
199,95,185,62
77,166,182,121
15,83,102,148
22,71,184,89
65,11,16,53
149,35,156,161
96,28,161,30
149,173,50,42
142,83,87,161
46,79,167,180
59,7,31,199
73,58,72,152
18,104,186,59
128,93,160,0
118,62,81,166
135,107,197,192
145,46,57,76
47,177,31,17
84,119,49,177
183,5,124,156
19,139,174,162
8,167,62,130
149,184,185,44
113,144,111,101
113,36,147,95
33,21,73,184
145,4,53,109
107,4,187,153
173,160,136,149
107,130,173,88
192,31,103,37
169,104,21,129
33,195,118,1
26,184,77,6
173,14,32,66
49,77,33,143
83,77,171,146
155,173,2,147
27,120,73,131
90,108,171,118
99,120,55,75
102,8,118,195
187,160,94,166
181,81,194,126
65,114,155,39
176,56,170,182
74,83,96,39
160,89,9,165
157,19,141,41
132,144,153,31
115,88,94,101
198,128,25,68
38,79,145,23
198,82,185,87
195,90,149,38
167,158,194,28
58,93,19,151
123,10,127,3
63,125,54,138
18,23,37,57
155,138,160,106
95,116,61,124
119,170,116,184
75,76,4,165
172,66,160,121
51,49,21,194
26,4,172,37
93,172,100,188
31,124,35,175
186,137,149,74
86,25,64,84
70,36,123,150
133,39,163,140
32,154,30,173
8,83,69,132
55,124,42,143
191,91,181,190
20,137,139,63
153,187,2,119
59,193,64,15
121,131,189,174
173,32,38,122
29,70,117,30
24,173,101,96
116,105,115,64
42,61,47,81
165,19,153,82
186,78,125,100
197,158,64,5
37,192,88,82
58,103,33,144
198,80,118,134
70,108,198,129
75,141,135,10
123,114,167,199
84,106,97,155
100,16,164,77
127,45,28,74
43,151,12,112
105,33,15,179
91,114,61,165
132,76,150,119
47,64,103,89
73,180,111,53
196,102,154,84
79,22,118,139
44,128,159,37
73,31,6,63
69,199,170,90
132,185,193,147
158,83,191,29
121,137,26,92
124,63,127,97
186,139,22,162
117,40,86,137
139,173,107,113
62,86,22,77
85,155,89,18
116,158,62,166
155,118,55,27
77,87,94,99
113,181,44,5
147,66,102,175
174,92,79,63
37,51,193,105
67,45,60,95
17,26,27,126
50,112,125,142
95,43,30,66
90,86,117,22
143,197,144,199
96,94,76,107
42,120,31,167
145,16,69,71
130,141,183,132
129,83,57,147
33,35,26,48
128,160,0,192
78,67,3,28
145,120,3,15
160,95,166,167
95,102,78,163
154,185,179,128
142,16,66,18
194,191,115,132
118,178,50,190
178,29,43,39
111,143,39,112
184,152,148,193
30,95,144,97
195,1,56,189
153,138,2,61
115,99,45,168
38,69,168,91
176,144,38,190
89,40,143,61
109,83,2,126
196,194,184,147
144,27,68,63
143,8,47,71
119,191,41,103
197,161,147,148
188,11,24,189
80,162,179,168
105,70,90,144
3,132,71,135
36,136,154,141
41,155,117,160
18,113,2,59
47,19,35,7
85,52,1,184
197,135,138,33
116,199,55,43
35,126,38,62
197,153,114,127
67,174,27,26
3,140,153,187
56,124,189,89
188,179,49,67
34,114,158,167
135,183,37,175
183,25,12,57
154,161,78,51
41,136,177,101
169,150,88,130
16,41,122,126
6,57,35,117
60,39,139,103
183,62,94,6
26,140,75,86
72,77,154,101
178,158,114,196
168,26,35,17
17,167,54,42
69,1,115,45
103,59,199,160
74,168,7,118
139,108,158,19
157,14,50,133
113,40,139,15
100,42,165,123
148,92,17,0
139,33,129,92
154,188,180,41
136,84,180,143
112,194,138,110
110,174,111,30
102,172,40,38
128,65,82,5
160,0,169,184
47,156,169,110
113,130,104,12
7,162,3,48
68,195,34,66
174,149,52,125
1,12,102,120
81,76,172,78
180,82,3,34
177,122,39,83
151,80,150,175
190,100,127,143
149,9,21,44
177,42,126,151
125,42,51,172
10,99,123,189
181,178,168,25
110,39,26,66
41,99,160,183
36,166,46,118
82,2,103,166
79,143,29,153
15,31,58,19
172,91,20,16
127,182,63,188
24,125,60,149
93,96,19,166
135,81,75,2
161,84,19,131
39,117,78,41
165,117,166,18
52,4,20,100
79,181,112,189
16,69,22,112
153,44,103,11
20,142,69,68
199,77,119,97
76,104,174,13
62,143,185,191
144,84,117,63
57,172,25,42
182,5,101,83
101,161,150,24
180,63,80,58
131,157,38,21
181,62,84,135
180,126,98,165
182,199,193,22
184,160,21,100
96,33,49,99
151,104,126,95
44,61,131,172
105,173,167,64
84,78,50,63
31,173,26,191
83,176,23,52
124,35,46,40
194,103,75,92
67,55,107,108
64,63,157,124
2,58,28,5
152,114,112,127
192,134,169,28
53,156,69,9
144,187,60,168
158,106,86,182
7,93,62,56
131,12,20,74
72,76,117,62
157,3,13,147
199,49,12,19
139,174,148,131
97,2,81,55
112,90,107,81
81,153,188,141
71,45,127,170
34,39,142,6
145,63,119,59
56,31,9,144
194,66,187,101
117,197,166,196
55,8,136,151
180,32,4,159
186,25,180,172
73,179,115,116
28,124,51,125
189,75,172,60
189,32,37,114
49,169,187,184
83,86,115,65
151,145,12,68
33,113,73,90
52,198,128,176
183,109,17,187
14,170,163,147
180,175,143,67
195,58,70,69
34,21,66,179
111,37,158,183
13,152,146,49
22,55,104,75
27,80,20,29
183,177,10,109
85,109,140,83
176,149,162,26
76,89,155,33
118,86,76,69
18,77,83,127
109,74,71,20
198,53,43,193
149,68,38,185
34,69,40,107
37,147,39,166
3,157,96,33
54,183,57,66
103,90,190,14
130,167,93,40
164,152,186,59
4,11,125,86
118,163,165,26
139,84,196,155
103,64,135,32
42,164,20,104
4,41,123,8
172,71,10,108
75,11,181,133
135,119,40,160
145,150,153,159
100,104,73,105
42,92,39,138
189,177,52,94
84,149,88,57
2,66,23,9
82,24,80,79
10,117,68,194
93,4,70,164
109,140,133,89
118,87,96,59
130,97,127,29
155,8,70,9
48,132,57,5
120,138,72,68
111,94,82,116
43,118,199,156
103,74,46,95
139,121,109,61
93,77,123,170
94,92,161,72
170,18,105,146
175,30,186,19
116,71,112,183
99,37,20,62
127,88,82,132
198,24,135,132
51,5,14,70
171,190,155,134
6,9,19,12
41,23,155,74
19,26,108,128
18,129,34,187
128,38,115,119
156,194,168,189
75,20,176,70
19,23,8,92
56,170,151,188
66,197,171,93
8,169,197,159
49,79,149,93
34,152,119,85
180,31,166,129
183,85,139,8
134,165,172,49
145,167,40,111
169,189,148,58
31,116,173,141
143,22,132,131
88,17,22,85
73,104,171,50
119,82,160,174
51,20,90,59
87,127,107,25
82,39,196,90
159,186,126,64
76,168,166,137
178,17,63,2
123,43,1,180
149,64,85,89
55,47,51,129
98,122,69,151
147,151,167,18
4,159,92,70
117,147,187,133
166,130,158,186
192,29,149,28
0,21,149,119
21,95,131,71
19,0,66,189
23,64,108,159
194,180,25,54
134,164,54,159
32,84,167,183
127,73,174,146
137,123,96,105
44,114,109,139
26,59,169,136
113,198,63,78
146,53,176,86
17,40,27,166
26,55,195,118
63,130,36,116
128,138,30,129
105,196,161,169
173,134,49,124
172,135,195,167
161,74,83,144
123,170,183,101
134,145,102,40
176,87,100,150
162,143,111,144
149,115,37,193
13,109,30,68
74,161,181,144
48,108,137,175
56,139,15,197
117,167,29,47
73,162,11,77
189,80,33,50
126,32,71,58
22,68,8,57
76,54,71,102
5,151,11,31
191,68,69,32
120,43,85,112
138,52,54,182
138,139,92,2
31,137,197,126
193,12,90,164
18,186,129,76
177,135,159,82
188,40,155,35
117,169,180,38
24,164,34,85
192,115,182,130
94,2,96,86
60,197,127,189
171,161,167,86
63,34,21,54
188,170,91,122
19,173,27,63
42,141,194,59
166,54,22,193
6,94,67,10
178,110,180,127
155,15,187,36
73,136,194,140
58,165,32,10
9,145,146,65
124,184,159,11
193,8,144,4
147,160,8,154
88,144,36,169
107,186,73,149
64,42,169,54
147,1,50,168
87,57,70,96
170,88,79,32
33,162,171,188
112,170,40,7
196,80,56,171
43,50,183,21
66,49,123,71
64,161,61,80
160,134,171,197
78,91,138,27
26,177,137,119
83,50,198,183
92,56,120,145
8,94,157,163
130,175,158,56
94,57,188,53
62,42,9,92
135,163,182,82
49,108,138,174
41,90,71,134
198,140,23,83
120,7,12,73
178,111,72,194
28,10,19,70
45,177,26,155
28,129,167,122
102,159,161,43
13,50,59,31
100,179,186,38
50,143,52,123
164,37,69,106
23,19,22,0
98,156,83,61
75,142,140,84
47,118,20,15
125,8,106,157
2,121,153,16
183,2,61,26
64,83,116,43
190,12,158,80
137,149,152,138
8,12,105,155
70,3,138,84
190,147,129,175
180,176,23,149
80,75,116,40
88,86,50,100
114,151,120,84
190,28,27,79
77,156,190,65
73,116,165,67
84,45,76,185
37,132,23,157
25,121,34,49
116,77,49,104
177,186,156,88
188,76,106,143
193,151,0,109
17,128,25,151
31,160,129,100
78,186,199,121
54,90,123,98
102,32,142,197
122,82,125,37
133,127,137,196
186,40,74,144
67,138,114,195
148,188,51,120
153,104,48,45
156,105,101,158
132,58,118,42
53,56,112,41
100,128,197,102
194,38,75,81
50,8,51,114
152,121,86,92
181,60,148,32
110,12,73,179
52,63,196,112
179,161,93,117
176,29,84,91
115,51,197,118
197,55,57,49
105,183,89,69
42,129,101,151
149,82,90,44
88,109,89,48
120,136,4,162
160,170,31,22
19,81,174,137
63,38,120,18
28,79,158,102
108,185,68,150
74,31,162,198
104,153,77,8
68,23,104,30
70,161,19,199
88,29,100,151
59,15,62,137
34,148,13,157
125,77,32,92
128,106,136,77
47,143,179,92
152,108,142,18
133,75,20,172
69,172,104,65
191,137,160,30
123,57,94,19
115,62,184,38
4,179,7,45
159,30,137,1
67,138,160,38
72,40,189,104
191,141,3,179
167,21,71,172
127,2,133,86
62,178,51,117
188,34,106,164
52,61,188,174
114,6,48,76
75,118,60,167
197,63,21,40
109,81,116,54
170,6,184,198
79,93,165,184
155,63,74,67
58,125,10,193
188,94,148,127
169,53,51,94
75,90,117,146
113,66,90,10
106,86,124,51
21,96,165,44
26,8,106,18
78,68,67,6
20,104,99,54
22,64,65,7
105,102,64,91
17,51,189,105
51,171,149,199
24,61,20,143
50,113,81,102
192,9,189,106
122,99,159,60
182,196,163,53
163,123,169,161
60,104,75,59
5,112,59,192
140,77,155,164
53,115,164,170
168,150,100,54
96,167,82,132
156,182,147,173
189,187,127,37
166,11,38,184
171,112,95,179
186,85,162,117
29,145,143,17
107,118,193,158
34,107,199,54
35,147,183,28
77,159,139,126
179,87,88,137
171,197,3,198
166,63,9,117
121,175,189,110
103,78,127,157
97,142,195,43
190,90,40,170
120,196,97,185
198,137,120,180
30,73,95,44
44,50,62,104
58,71,18,2
194,55,147,53
186,39,136,43
12,19,187,58
80,33,2,11
118,54,176,115
26,19,108,150
24,71,107,54
21,172,118,151
134,104,142,166
108,121,73,23
180,65,115,163
20,101,128,11
58,3,26,39
110,75,172,89
72,37,47,26
122,158,170,106
128,86,174,160
34,165,111,79
144,119,92,175
66,164,153,180
97,48,157,158
165,61,56,178
54,9,60,61
64,26,3,56
150,190,82,7
98,81,82,159
132,177,46,122
158,197,42,6
8,148,37,90
186,52,183,168
76,197,156,100
172,53,178,58
118,110,69,172
8,91,38,184
150,30,122,134
71,146,122,76
151,32,199,4
195,65,178,118
126,52,43,48
61,101,173,70
142,0,39,18
69,41,1,53
26,98,171,66
2,152,6,37
5,129,83,176
87,62,47,97
144,35,130,9
193,191,123,60
143,148,198,28
33,180,177,44
138,38,173,88
46,63,13,119
46,4,12,6
192,8,102,130
147,176,118,40
41,123,26,24
147,170,153,188
197,117,80,61
135,118,152,17
62,122,189,3
152,43,12,156
76,120,43,180
86,8,42,37
116,35,178,1
67,156,11,134
7,26,136,166
17,99,5,50
125,30,103,87
155,86,88,26
95,115,140,118
106,143,36,100
198,154,68,132
61,129,16,95
147,4,83,130
184,127,178,25
80,88,162,86
15,161,64,177
44,142,7,86
194,196,84,125
164,124,176,114
148,124,52,72
19,34,83,55
143,195,15,89
164,95,130,87
33,193,152,159
44,121,135,145
64,149,135,138
27,186,125,59
30,81,102,62
74,28,57,44
106,129,31,34
134,83,43,58
63,194,193,121
126,112,137,50
77,125,173,74
32,31,186,87
113,83,1,90
152,169,84,20
114,18,183,104
192,19,179,123
0,36,170,169
80,44,29,169
135,113,102,2
75,96,49,69
103,160,185,38
152,168,95,72
120,37,49,131
104,172,86,72
154,101,131,164
127,41,189,12
100,16,67,142
8,143,12,125
59,10,122,91
7,192,88,9
195,194,115,90
33,100,81,195
137,105,134,118
119,173,11,101
109,155,52,106
97,144,47,119
21,153,129,52
159,188,175,93
43,122,48,144
114,143,173,39
175,61,17,55
78,8,34,191
97,153,176,53
90,176,130,49
21,121,98,147
153,180,21,165
112,21,140,64
164,145,162,24
35,122,20,87
189,197,83,137
141,40,57,81
40,26,137,78
159,52,112,166
28,195,187,109
186,100,67,164
159,93,81,193
114,141,6,106
107,109,114,161
83,160,40,164
144,166,49,122
151,121,109,72
168,192,182,90
23,5,84,2
161,87,6,134
182,143,172,169
186,87,137,39
7,13,140,103
78,153,62,39
137,127,63,167
4,85,15,111
64,76,103,20
158,121,0,164
163,125,84,113
105,31,50,182
168,86,59,161
178,146,117,17
69,48,165,116
175,4,174,185
10,178,104,197
136,128,12,30
72,60,32,140
134,188,190,76
31,55,2,129
18,79,73,22
39,56,61,156
106,181,130,147
30,1,156,90
191,98,95,164
76,80,170,8
76,151,92,69
158,66,137,134
57,88,114,110
4,56,135,131
71,20,150,168
150,132,112,195
78,144,10,2
84,142,38,162
177,170,24,4
63,58,144,15
168,71,134,143
2,144,6,152
181,65,109,86
149,24,83,116
11,74,172,153
77,23,87,17
45,54,64,52
152,24,47,183
187,180,71,75
47,152,157,144
97,80,84,51
38,164,5,69
146,93,161,15
77,139,62,152
46,117,177,161
19,186,69,47
13,170,26,124
166,60,165,126
189,80,12,108
157,169,167,18
69,43,126,76
180,98,71,146
43,92,132,87
18,146,20,43
37,75,41,23
147,65,72,59
156,173,53,117
83,170,172,180
127,137,50,172
101,112,168,149
53,114,6,73
27,130,178,75
119,134,120,9
105,166,143,156
178,88,19,168
106,131,175,102
87,198,93,23
47,67,74,54
64,120,54,108
18,143,175,55
6,110,17,11
60,28,123,194
46,80,65,172
164,152,98,45
94,184,103,111
127,27,95,83
49,31,117,92
109,73,85,54
99,6,117,74
81,137,12,161
44,18,102,50
22,194,96,135
38,163,199,149
107,117,46,29
136,169,25,49
31,133,130,175
38,108,149,53
66,44,122,108
49,96,37,59
110,105,19,168
84,19,152,144
160,96,172,43
14,187,193,0
116,15,25,33
81,124,130,96
119,96,23,134
26,150,103,177
140,99,107,194
6,162,82,37
7,37,92,26
169,186,80,127
133,33,3,4
149,11,10,143
76,35,43,80
166,130,171,127
177,102,13,160
97,175,59,48
184,196,50,150
0,68,51,77
65,139,188,33
40,146,110,36
51,101,99,75
102,136,199,13
163,154,3,120
161,188,180,151
115,127,60,145
42,21,176,153
43,100,183,185
177,108,107,100
139,30,89,105
37,120,133,104
19,102,80,150
128,137,109,150
195,177,13,39
111,91,143,47
49,135,0,115
13,119,109,15
185,25,83,132
75,195,16,179
77,149,87,134
85,90,186,159
195,98,126,100
191,156,24,104
114,178,13,40
40,145,11,57
51,23,139,185
147,192,73,8
27,155,164,6
26,99,121,184
65,40,100,172
133,156,152,145
196,27,62,53
141,163,97,81
16,4,37,71
157,69,183,81
89,195,114,148
156,125,197,44
56,72,199,5
82,136,190,191
82,6,119,164
14,61,89,88
0,175,138,27
180,132,62,171
113,19,78,165
165,153,28,117
168,62,134,161
121,40,57,103
152,52,0,11
173,158,197,49
196,136,166,57
191,104,1,14
150,9,10,143
184,120,56,92
81,129,0,80
180,88,104,103
35,50,168,18
1,68,53,185
47,85,177,18
127,89,93,68
138,161,99,20
176,197,96,2
98,138,79,26
124,95,10,2
172,101,23,167
160,83,107,192
119,38,117,79
118,187,198,111
14,15,188,111
181,64,33,21
55,51,94,88
142,51,43,88
2,80,170,59
35,99,132,18
154,44,194,88
176,97,38,11
53,188,157,182
181,58,70,100
20,98,186,193
131,136,187,79
91,12,135,192
68,12,94,160
86,4,120,35
88,134,41,73
97,54,84,85
36,114,136,49
15,14,111,162
51,64,69,45
132,197,33,178
21,86,148,105
132,115,85,81
132,54,9,150
115,101,9,21
66,163,2,136
72,34,66,163
184,137,80,56
176,181,31,187
177,128,48,57
6,104,64,143
163,29,142,12
44,158,77,90
50,111,34,199
123,29,100,103
77,15,36,134
67,177,116,25
167,43,49,137
63,45,4,187
117,65,118,2
73,135,32,72
61,81,136,35
111,171,2,157
103,151,184,135
122,192,85,59
58,40,104,3
180,177,46,158
190,38,70,153
100,5,46,11
79,9,177,199
179,96,129,137
182,40,65,43
110,91,171,140
182,116,34,162
185,139,92,1
104,137,84,39
21,66,108,77
50,166,31,197
120,85,93,31
83,193,113,51
87,144,44,122
149,90,37,108
121,130,3,144
195,1,39,192
13,10,133,37
18,16,177,139
45,179,71,66
45,185,164,58
0,2,82,191
73,188,24,173
82,144,40,85
5,125,114,84
0,5,97,166
133,148,5,140
173,127,156,21
148,27,2,180
26,11,99,146
136,142,182,54
152,1,173,35
85,161,149,118
95,7,42,12
119,48,60,72
160,9,17,61
56,48,3,177
136,161,94,20
153,174,129,124
71,73,95,23
39,182,15,120
82,42,194,11
176,177,54,95
29,171,196,6
139,181,149,4
71,81,78,65
161,109,106,197
92,71,149,7
84,146,32,121
199,144,109,43
36,154,6,111
109,12,54,170
193,173,134,80
27,198,71,112
84,50,121,43
118,76,125,183
111,167,34,76
114,179,170,8
4,75,96,156
7,163,72,3
5,85,191,154
3,67,39,21
158,13,98,190
24,46,104,27
12,79,179,177
174,61,33,162
65,37,10,153
10,115,52,175
56,3,123,180
156,12,55,188
28,196,80,8
137,79,3,187
178,72,96,24
139,47,192,35
21,70,63,81
101,43,17,170
64,161,157,53
75,10,195,140
58,141,197,148
173,26,15,14
186,115,130,194
182,34,189,76
58,172,36,20
189,42,3,114
162,3,194,111
194,85,115,59
77,8,168,64
9,137,173,80
67,188,122,189
105,72,161,115
177,123,73,148
198,138,173,68
188,155,112,80
163,91,70,35
66,47,49,76
194,45,100,95
139,149,115,158
79,2,173,177
168,61,11,58
37,48,76,185
14,39,136,49
13,118,51,0
146,177,170,58
195,81,108,199
88,61,37,198
51,82,3,27
46,12,189,19
21,75,57,71
123,185,149,109
110,96,177,173
15,195,12,186
74,158,194,122
95,179,65,173
152,96,62,66
66,13,47,86
17,15,92,25
102,178,34,172
179,103,8,44
135,171,111,160
168,173,156,112
77,29,156,113
78,55,172,24
86,93,178,108
199,152,82,90
168,82,0,32
38,69,135,121
80,122,135,131
14,150,185,85
42,82,52,78
120,31,86,70
155,122,94,52
50,106,135,190
129,140,182,126
25,147,138,83
164,12,145,102
134,29,102,95
84,22,44,75
186,105,110,170
102,24,156,13
78,12,137,121
173,98,137,3
9,165,176,152
69,98,144,146
137,23,93,196
117,64,113,187
11,149,50,81
29,40,1,98
160,61,8,1
44,43,57,94
192,62,1,9
62,49,80,136
124,67,161,145
1,144,154,161
166,74,3,48
45,49,81,72
53,106,117,91
148,53,91,29
40,187,128,195
10,157,187,171
150,155,65,91
8,79,46,126
104,63,93,115
102,145,75,26
183,185,37,124
81,142,118,28
68,61,128,53
126,143,25,199
12,81,1,85
150,28,139,138
106,121,157,111
61,174,158,169
54,171,74,7
37,72,123,56
65,37,184,176
172,6,183,98
28,15,18,59
153,50,183,94
177,49,37,133
168,2,38,122
149,49,193,162
40,183,83,144
117,157,120,64
26,18,142,106
67,61,94,165
79,3,102,53
188,4,122,195
65,174,110,119
126,50,15,181
181,102,197,122
75,181,102,4
151,88,168,195
144,38,158,114
56,1,48,189
66,10,33,28
188,112,40,42
14,171,20,36
57,144,15,90
23,67,81,161
23,26,17,2
195,77,43,142
151,62,142,30
187,52,75,84
135,154,74,174
58,144,149,93
81,137,26,59
42,47,107,52
150,175,17,36
117,172,37,31
35,172,183,123
59,91,96,190
32,179,166,197
59,56,170,128
63,159,99,23
16,38,186,71
154,21,77,63
170,91,110,157
7,183,17,71
130,68,116,126
73,110,91,54
122,96,153,60
88,113,79,0
79,12,138,92
107,197,97,73
122,4,76,3
22,177,116,196
68,157,122,132
5,0,26,192
35,171,161,191
75,194,135,153
16,35,176,162
71,103,60,52
115,73,195,176
83,141,161,191
49,40,66,161
88,102,34,48
144,156,9,73
174,15,97,190
104,66,175,89
190,166,70,42
194,8,186,125
99,85,179,105
3,49,94,90
144,127,64,109
47,48,110,198
167,54,114,165
169,30,77,20
76,86,51,58
161,111,1,112
193,6,187,183
60,143,74,164
130,5,189,196
157,180,123,64
47,64,176,29
27,109,81,52
97,28,121,84
155,151,55,119
91,85,157,21
178,162,173,148
39,144,182,43
163,71,165,186
120,129,80,127
42,180,72,70
151,161,13,170
57,50,68,5
187,167,28,117
78,164,191,194
84,151,166,20
18,0,31,63
100,123,44,80
113,110,115,111
180,177,30,97
98,156,119,87
33,191,178,184
151,160,162,16
114,142,3,44
198,20,195,43
39,58,199,73
127,21,59,120
96,8,161,102
29,141,12,162
47,71,106,134
61,162,67,145
81,65,172,120
109,35,73,7
150,136,25,49
150,19,178,96
194,126,84,119
195,51,40,32
64,159,148,112
36,150,69,52
71,176,116,102
152,28,14,43
154,13,21,114
140,165,41,176
61,138,7,154
148,125,77,122
191,92,118,108
45,167,83,64
153,91,193,101
53,160,87,116
14,64,27,102
59,193,68,192
74,3,160,195
62,161,160,164
132,11,42,98
134,48,69,83
4,171,55,59
165,176,13,43
130,147,179,182
63,92,127,65
52,49,156,114
44,85,193,187
4,84,60,169
79,76,145,176
18,0,27,181
20,37,8,45
133,198,103,61
188,42,44,167
18,180,55,46
55,199,24,177
121,8,31,173
89,119,111,72
127,159,155,69
195,102,131,38
85,14,196,115
156,22,77,192
85,183,11,55
73,83,183,24
50,66,104,90
129,117,109,21
21,198,105,162
26,149,110,39
34,28,194,109
59,134,80,132
103,105,78,195
63,141,163,1
69,55,94,145
37,185,196,176
152,187,185,173
120,197,66,130
174,13,21,83
76,59,90,151
92,95,184,107
34,17,25,104
36,121,192,162
83,151,179,38
6,81,8,194
129,109,194,89
3,83,45,12
3,127,26,157
135,177,0,181
132,44,6,20
98,15,67,0
56,164,137,169
89,187,130,138
166,129,135,47
35,133,65,41
20,195,119,62
79,181,127,100
153,5,1,167
45,11,140,22
169,135,100,79
131,55,80,184
101,82,40,166
189,29,30,50
194,159,155,157
163,156,183,28
12,19,50,51
128,14,103,167
78,118,8,23
74,44,185,32
197,193,109,185
53,192,71,60
16,65,170,45
76,141,106,182
56,84,3,102
36,107,59,119
157,154,92,19
190,81,64,95
160,175,166,111
34,11,35,190
71,50,113,20
153,170,102,29
56,103,169,44
14,79,10,123
134,119,90,198
100,69,57,136
90,18,112,41
47,158,185,117
113,193,99,157
155,20,139,16
134,79,49,197
163,114,24,19
92,195,167,80
196,113,96,40
98,136,83,62
91,152,50,49
142,110,196,127
143,53,35,181
7,138,0,189
72,170,127,64
19,108,145,163
155,76,10,188
28,51,185,61
43,22,69,113
178,33,91,192
36,188,149,30
37,57,89,39
121,24,107,65
193,24,76,3
68,131,107,57
116,181,44,177
119,63,1,54
82,150,27,159
131,8,154,138
1,25,99,93
194,88,41,56
27,115,146,45
191,106,83,102
171,194,185,173
87,132,171,169
186,115,103,106
176,83,194,163
1,142,92,133
174,156,32,191
190,120,98,197
20,65,190,27
173,22,84,129
198,145,129,6
162,79,181,135
96,46,32,148
157,70,5,66
114,84,95,152
57,94,118,154
1,29,65,158
11,84,1,54
156,97,127,34
193,181,102,189
39,165,23,83
157,167,4,174
124,8,165,76
95,32,130,61
184,106,198,16
122,173,110,181
86,147,135,62
38,154,16,89
152,95,80,148
126,47,11,69
199,78,166,112
110,157,111,12
91,13,22,106
84,52,135,2
187,54,93,51
50,173,135,157
174,10,191,41
147,134,54,177
198,181,10,152
109,66,29,23
74,31,53,157
56,66,80,10
87,96,190,146
63,184,33,181
135,70,126,39
38,44,58,50
103,164,197,79
6,142,115,96
60,115,142,49
102,18,11,192
25,100,152,148
191,64,52,107
53,129,1,191
96,28,47,2
181,150,7,39
4,153,117,71
155,118,37,36
148,11,75,58
136,143,147,117
17,193,76,133
7,32,50,66
39,32,44,69
159,179,32,62
96,55,174,50
72,190,96,15
183,114,188,5
198,156,93,18
56,21,10,79
73,44,158,25
155,153,197,139
182,30,12,125
109,18,155,107
77,157,197,176
55,48,125,167
42,169,97,150
80,34,192,156
34,31,4,180
116,115,55,91
93,37,46,83
132,198,69,144
145,74,86,99
90,13,29,103
109,15,78,82
65,9,100,88
110,149,179,154
64,69,150,38
167,66,180,125
112,96,50,114
22,195,142,58
166,14,22,31
135,141,53,110
125,2,26,99
60,22,27,152
0,122,166,125
131,114,59,81
158,25,81,69
175,62,71,110
144,172,9,153
72,70,171,104
31,20,76,164
18,9,138,8
194,137,24,160
18,149,183,2
150,21,10,46
119,62,10,38
91,60,92,74
47,153,162,56
44,131,90,161
69,13,77,199
159,68,45,95
16,113,3,196
12,152,184,15
155,104,116,98
199,171,169,130
121,187,19,41
161,20,76,112
195,20,142,82
157,69,83,197
170,38,117,189
109,153,178,66
172,163,186,8
141,182,188,112
164,109,107,78
13,116,41,24
106,6,3,178
105,36,160,137
84,108,194,141
197,59,41,69
172,19,138,7
142,178,189,151
72,186,127,100
122,99,42,55
79,121,13,91
162,192,174,69
193,91,42,111
161,112,148,184
127,102,164,198
141,137,119,166
106,164,82,151
147,176,197,14
1,11,9,14
14,135,150,46
67,6,102,99
78,197,163,82
54,74,135,126
177,59,102,186
117,113,5,141
112,197,19,165
63,129,68,174
117,139,160,30
171,157,11,102
174,158,105,66
151,21,9,68
162,135,166,144
129,160,96,166
90,59,195,170
37,53,25,83
129,175,130,128
191,103,162,51
89,124,24,170
25,18,86,170
97,189,40,149
16,121,90,0
83,36,95,27
133,106,60,167
162,95,14,86
154,78,52,148
127,30,9,173
154,189,157,35
70,180,30,12
42,138,171,121
180,78,177,31
104,18,75,108
50,123,8,45
89,92,197,167
121,56,108,136
140,96,52,148
145,198,51,177
17,47,87,38
87,110,100,104
18,14,41,72
28,130,121,178
158,50,75,162
27,142,144,46
